OBJECTID,GLOBAL_ID,IDENT,TYPE_CODE,LEVEL_,WKHR_CODE,WKHR_RMK,MAA_VAL,MAA_UOM,MEA_E_VAL,MEA_E_UOM,MEA_W_VAL,MEA_W_UOM,GMEA_E_VAL,GMEA_E_UOM,GMEA_W_VAL,GMEA_W_UOM,DMEA_VAL,DMEA_UOM,MOCA_VAL,MOCA_UOM,MEAGAP,TRUETRK,MAGTRK,REVTRUETRK,REVMAGTRK,NMAGTRK,NREVMAGTRK,LENGTH_VAL,COPDIST,COPNAV_ID,REPATCSTAR,REPATCEND,DIRECTION,FREQ_CLASS,STATUS,STARTPT_ID,ENDPT_ID,RTPORT_ID,ENRINFO_ID,WIDTHRIGHT,WIDTHLEFT,WIDTH_UOM,MCA1_VAL,MCA1_UOM,MCA1_DIR,MCA2_VAL,MCA2_UOM,MCA2_DIR,MCAPT_ID,MCAPT_TYPE,TFLAG_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,SHAPE_LENGTH
475,7D515E64-85B9-4935-A7CA-76606AFF4E43,J16,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,90.66,88.66,271.38,269.38,82,269,46.18,,,R,R,,A,,ABED1666-1555-40BB-8038-EEFE2AD5984A,58C38658-9B90-4A55-908C-150466A772BD,CD0B9C8C-9E10-4363-80D1-FFAF68AECA51,9B30E0F3-C430-4948-B22D-FF0EF670EEDC,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.05069946145606
476,05B6059F-CAA2-41D8-B41E-5486BD696D0A,J16,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,91.8,77.8,272.41,258.41,69,258,36.24,,,R,R,,A,,DE133DBD-B000-42C6-8612-0352FA5271B9,5E7952E4-FAB2-4749-9A5A-24F7650197FC,35FF216F-80FC-45B4-B451-C9C22886EC9E,26DAE24A-EAE3-4C4F-9F9D-B89B716416EB,4,4,NM,999999,,,999999,,,,,2,,0,1,0,1,0,0,0.861585078974053
477,42AFDBFB-405A-4810-8EBD-9D67CD675AE7,J16,CONV,U,,,45000,FT,29000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,1,85.6,71.6,266.45,252.45,72,252,50.13,,,R,R,,A,,5E7952E4-FAB2-4749-9A5A-24F7650197FC,D55558A5-4A85-44D2-8A34-80BD2E1D3A67,5B251BD8-06EA-415D-8D46-B83D6514355C,3E8FA566-D909-451D-85AA-2DAE3D32BD01,4,4,NM,999999,,,999999,,,,,1,,0,0,0,1,0,0,1.19103049456665
478,776C5EE4-9D86-4AFF-B014-92FC0173BB95,J170,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,172.71,159.71,352.82,340.82,160,341,54.97,,,C-Low,R,,A,,12C230AE-AC30-4361-A318-3B7F74091BD0,6053382D-2166-4606-B465-4474A2CDD9C1,A898DCD3-6798-4C1A-9954-247A881D6A40,4AC8A459-0BE6-4C54-ADB1-232907B78F3C,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.922624895764354
479,3D8C79B6-8DB9-400C-BB10-BDC7EAE4F43E,J170,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,170.7,158.7,350.88,336.88,159,337,75.67,,,R,R,,A,,6053382D-2166-4606-B465-4474A2CDD9C1,9778761F-B755-490E-BD73-65BA9870843B,47C09827-5208-4C23-BA48-DEAF8697A101,966E199E-F1F4-4AA5-8A42-E7EF3B84E790,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.27485456791936
480,1ABB7E01-4E9C-4E19-B3FE-5559A1819C02,J171,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,359.25,347.25,179.24,172.24,347,167,59.55,,,R,R,,A,,BCF79591-D879-4EBF-A4F8-FF21DE626E5D,30A9E397-5B81-4FE8-B340-B7E9409EB7CC,770F3923-D37D-4FDB-BCC4-BD8C2CF8F384,7D6B5718-5418-4CBA-A888-A212D58A1856,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.993581512153527
481,066023A7-56A5-41F3-90CC-DB0DFCEEB2AB,J171,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,359.61,352.61,179.61,172.61,353,173,33.89,,,R,R,,A,,30A9E397-5B81-4FE8-B340-B7E9409EB7CC,6CBBB22F-2F4E-4CE2-96A2-F9E2DE2809D6,770F3923-D37D-4FDB-BCC4-BD8C2CF8F384,7D6B5718-5418-4CBA-A888-A212D58A1856,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.56541828671565
482,E0003478-6070-435A-801C-85FDD46854F3,J173,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,103.1,87.1,285.49,276.49,87,276,174.37,,,R,R,,A,,429A9311-0741-40D2-9063-27CE41D82FAD,8206147C-423C-4F5C-81FA-C41E9D5BF1B6,85856F00-871B-48CB-A467-DC77F55A2A0B,960D1FB8-D4EF-4994-8882-F7A68E762135,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,3.75705273959513
483,ABCD91D7-8963-49EE-8D06-6C3029E37F22,J175,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,280.37,267.37,99.74,85.74,267,86,43.56,,,R,R,,A,,46407230-043C-43E0-907A-D49C9F3AFFB7,34E36E1A-B054-4C33-B4B6-2B7E2A300763,0AA42904-1B54-49D2-8B58-C95B54840D44,103E6C60-6F19-4811-8524-0F0B9DFBE477,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,0.956470074611288
484,D7AE61B9-7A5E-4069-AD4D-1449A5E99FB3,J175,CONV,U,,,45000,FT,29000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,1,302.07,288.07,117.67,102.67,288,103,330.94,,,R,R,,A,,34E36E1A-B054-4C33-B4B6-2B7E2A300763,EEF2142C-AB66-4C93-8A86-711892DDAF07,0F6D0F9C-0F7F-4592-84B3-035F13E0CB8B,03370771-D939-4A7E-A886-A44E59FABEF6,4,4,NM,999999,,,999999,,,,,1,,0,0,0,1,0,0,7.04939517211551
485,B842F94A-35A0-49E9-9FEE-6C63CEF5FADE,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,337.31,329.31,156.86,146.86,329,147,119.67,,,R,R,,A,,C5DFBEC2-5845-4762-8E3A-CA036563AD9B,8BEDF17B-552D-464C-A84E-AA3A26C7533B,C3D624EC-F511-48DC-8371-53FDD9C8FA20,E3D00636-0A15-41C4-B21D-2989F6C62F43,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.0493660134588
486,8BAEFE88-D206-4305-A03F-95C62C82B28B,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,323.29,315.29,142.47,130.47,315,130,112.98,,,R,R,,A,,A1CB94A5-DE9C-45F9-9250-D2B377CC245D,F425E45B-5305-4C39-872D-E2370943A358,06A16092-25BB-4364-BAEF-B942EEBB48E8,72DEB086-1D92-46D7-9996-E097A78D84C7,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.05461271995741
487,FA7FC64C-E02F-42AB-8B7E-8D76E82E6D17,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,322.46,310.46,142.16,130.16,315,130,39.38,,,R,R,,A,,F425E45B-5305-4C39-872D-E2370943A358,BCF79591-D879-4EBF-A4F8-FF21DE626E5D,06A16092-25BB-4364-BAEF-B942EEBB48E8,72DEB086-1D92-46D7-9996-E097A78D84C7,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.721994800519902
488,554D598A-D993-4068-A58D-E8D20CBDE5D4,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,327.81,315.81,147.3,139.3,316,139,73.55,,,R,C-Low,,A,,BCF79591-D879-4EBF-A4F8-FF21DE626E5D,48FFD1AF-9F94-43BC-BD59-9AE02D4BEC46,9C079638-D8FE-4ACF-A0BA-11B6BF189242,DE2DFECF-C012-4E79-886C-7CE2482A497A,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.3267965804834
489,E872733F-4F53-4813-B6E3-D37E92F36D54,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,353.95,345.95,173.83,162.83,346,163,84.16,,,C-Low,R,,A,,48FFD1AF-9F94-43BC-BD59-9AE02D4BEC46,EB0575ED-F57B-4607-88F2-9992972121D5,22F5AD05-39A1-4EEE-8E6A-D1E02FE95B0A,5D7E9554-77CA-46D0-9AD6-74823B4634E7,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.40896491626868
490,F2BD0E6F-4CCA-4C89-BEEE-9574CBB79412,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,355.68,344.68,175.59,162.59,345,163,91.46,,,R,R,,A,,EB0575ED-F57B-4607-88F2-9992972121D5,46407230-043C-43E0-907A-D49C9F3AFFB7,00E58C3A-C3EF-4217-947D-A78460AC568D,99BA3FB4-0F03-446D-B886-02FFD2D8D751,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.52840063317123
491,04ABE7DB-DD72-4BFE-9A90-8EC9D1C3271D,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,336.86,326.86,156.59,146.59,329,147,64.91,,,R,R,,A,,8BEDF17B-552D-464C-A84E-AA3A26C7533B,BC03FBED-163C-4A28-806F-F6A2A3BA46EA,C3D624EC-F511-48DC-8371-53FDD9C8FA20,E3D00636-0A15-41C4-B21D-2989F6C62F43,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.1155707545662
492,BD596C01-A24A-4358-A049-79FB2DE64BB3,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,331.43,321.43,150.96,140.96,321,142,89.61,,,R,R,,A,,BC03FBED-163C-4A28-806F-F6A2A3BA46EA,D4EE9347-DE70-466E-81FC-B6D598E7D99A,DB3FE558-88BF-4E14-A1B2-E2263E65A8E5,712778C5-4F7E-465A-97E6-865F2DF9E346,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.56641181317005
493,F3A0A867-B469-471B-A8D9-2AF3D60E2BFE,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,330.97,320.97,150.78,142.78,321,142,34.86,,,R,R,,A,,D4EE9347-DE70-466E-81FC-B6D598E7D99A,34C7EFE0-61F2-445A-8D09-98A991779A14,DB3FE558-88BF-4E14-A1B2-E2263E65A8E5,712778C5-4F7E-465A-97E6-865F2DF9E346,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.611854962311459
494,3D834BF9-B241-4B16-A8F2-7D8945855E1A,J17,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,330.77,322.77,150.4,142.4,321,142,64.24,,,R,R,,A,,34C7EFE0-61F2-445A-8D09-98A991779A14,A1CB94A5-DE9C-45F9-9250-D2B377CC245D,DB3FE558-88BF-4E14-A1B2-E2263E65A8E5,712778C5-4F7E-465A-97E6-865F2DF9E346,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.13133421195737
495,2EBE0EBB-B3B8-4F3E-95F7-CBB90105FB3D,J180,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,13.54,13.54,194,189,13,189,150.33,,,R,R,,A,,AB870938-C146-4739-B3F1-336326F5E847,4CFF53FB-9F4C-4038-AC6A-45D841D02CE2,0B7B1A8E-F362-4F1B-824A-F7365FB63E74,7BD69014-9A7A-4FBC-824D-31FBAA73E006,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.54891689422282
496,F6D860FF-3485-44EB-82A5-0236B445CC31,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,115.7,103.7,297.76,290.76,104,286,172.98,,,C-Low,R,,A,,2D73BB95-471E-4E4E-8DE0-F35A7E6745C3,BA214FCB-C078-4EE4-A0A3-351F0D06EE74,7BDE18AB-0034-46ED-ABC0-A29BFE6721F3,3273D043-C2D5-4176-93C4-2CC92162DF35,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,3.53778978084271
497,57A07AC3-76E0-4EF5-A72F-E2D4D1CCBBEA,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,122.22,115.22,302.77,295.77,115,297,52,,,R,R,,A,,CF0B85EF-8A3D-452C-B6DD-AB39C79D6FD4,8707A95C-3DBE-4DEB-9DF9-3F761DAB81ED,18992334-D9DC-432A-A5AC-CFD29E2E6039,372BF045-92CF-43D9-A1A3-18ACEDDE8E51,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.02658361139272
498,5D1E3EB9-EBDF-4898-9133-A297EDE696A9,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,124.04,117.04,304.34,300.34,115,297,28.95,,,R,R,,A,,8707A95C-3DBE-4DEB-9DF9-3F761DAB81ED,B7A90432-F490-451D-8D76-C2EC10B77CF9,18992334-D9DC-432A-A5AC-CFD29E2E6039,372BF045-92CF-43D9-A1A3-18ACEDDE8E51,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.566188241117898
499,35665C61-9F5D-4811-AD3F-A0D999DAD5D1,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,110.28,106.28,291.1,287.1,106,287,71.35,,,R,R,,A,,B7A90432-F490-451D-8D76-C2EC10B77CF9,730C6C3C-DAAE-43A4-9E44-0D511F3CCEE7,18992334-D9DC-432A-A5AC-CFD29E2E6039,372BF045-92CF-43D9-A1A3-18ACEDDE8E51,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.44159275370487
500,E17BA7F0-12A8-422E-986F-133898CB22C4,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,118.75,111.75,298.86,291.86,111,291,8.97,,,R,R,,A,,BA214FCB-C078-4EE4-A0A3-351F0D06EE74,2E1C6AA6-DE23-403C-9721-F85440599873,7BDE18AB-0034-46ED-ABC0-A29BFE6721F3,3273D043-C2D5-4176-93C4-2CC92162DF35,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.180885886201184
501,D950CC67-BF6D-4BA3-AB78-046F36BD6AAF,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,117.6,110.6,298,291,111,291,35,,,R,R,,A,,2E1C6AA6-DE23-403C-9721-F85440599873,93DF2573-CBA4-4DAB-A551-B9472BC3ADCA,7BDE18AB-0034-46ED-ABC0-A29BFE6721F3,3273D043-C2D5-4176-93C4-2CC92162DF35,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.706394151955403
502,5B8926CF-CB13-4A95-8977-9E0CCA721344,J182,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,122.26,115.26,302.67,295.67,115,297,38,,,R,R,,A,,93DF2573-CBA4-4DAB-A551-B9472BC3ADCA,CF0B85EF-8A3D-452C-B6DD-AB39C79D6FD4,18992334-D9DC-432A-A5AC-CFD29E2E6039,372BF045-92CF-43D9-A1A3-18ACEDDE8E51,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.753430297227324
503,80E95621-BB17-467B-A75E-E8A76BB0938B,J187,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,347.95,346.95,167.81,162.81,347,163,57.36,,,R,R,,A,,DE6F26C0-E483-4474-AAC3-CB70F7520F85,E9FE24C3-6945-4409-85A7-E69F3868768A,B91AB376-FE7F-4799-8AB8-CCEFFD971AE9,8392058D-A6E3-425D-87AC-ACD0B58385B3,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.968497508171036
504,2E2FE8B0-7AE0-48F6-890F-7950F7ADE47C,J187,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,347.79,342.79,167.52,162.52,347,163,100.25,,,R,R,,A,,E9FE24C3-6945-4409-85A7-E69F3868768A,4CFF53FB-9F4C-4038-AC6A-45D841D02CE2,B91AB376-FE7F-4799-8AB8-CCEFFD971AE9,8392058D-A6E3-425D-87AC-ACD0B58385B3,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.69511407445926
505,659BD41D-22DF-4760-A48B-C81446D397CD,J188,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,66,52,248.3,234.3,52,234,83.34,,,C,R,,A,,9285806C-2F68-47AF-BFDF-587CBD58CF7B,44450668-F5F0-41DE-89E6-B0DAC3E58E13,0D3BD1B0-3D25-43B4-97DC-D2B155A91E4B,DBB4EAAB-247B-45F7-B8D4-80DB0FFE6D7C,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,2.68755945069724
506,7AF5DF40-1350-479C-938F-0D2FC6731213,J188,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,95.88,81.88,279,261,78,261,104.1,,,R,C,,A,,44450668-F5F0-41DE-89E6-B0DAC3E58E13,498613D0-633C-4AE8-8F5B-1B349514183A,0D3BD1B0-3D25-43B4-97DC-D2B155A91E4B,DBB4EAAB-247B-45F7-B8D4-80DB0FFE6D7C,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,3.56380740842046
507,EE430EFB-F5F9-43D3-A79F-76F41EFB369A,J189,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,341.56,325.56,160.95,143.95,326,144,153.62,,,R,R,,A,,F2B169C6-CC98-4177-8184-5FB010EB11A0,56C0A73B-7C8F-4937-8B57-1222BF0DA740,6BACB331-F3AC-4674-98C0-4CD63CA33364,942DE0A9-2732-459E-8C00-72F76F77F1C0,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.63528820666243
508,E454D360-5B77-4F4D-B040-A0ED8D66F998,J189,CONV,U,,,45000,FT,19000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,349.8,328.8,169.77,148.77,333,149,8.62,,,R,R,,A,,8C4F5384-2F52-4CDF-BE21-B725DF0DF752,27739B35-547C-462F-9701-CED11E7E6A9D,2F13473E-F5AC-411F-BC87-80B55A4AD21D,01BFC8F7-4C30-4018-A078-749977A6F1C3,4,4,NM,999999,,,999999,,,,,0,,0,1,0,1,0,0,0.145797998267575
509,716A6D0C-BCAF-43C9-86BE-A80687C35720,J189,CONV,U,,,45000,FT,19000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,350.01,329.01,169.89,148.89,333,149,40.05,,,R,R,,A,,27739B35-547C-462F-9701-CED11E7E6A9D,F507B7D4-C6B6-4162-A1E5-C9B169BA8071,2F13473E-F5AC-411F-BC87-80B55A4AD21D,01BFC8F7-4C30-4018-A078-749977A6F1C3,4,4,NM,999999,,,999999,,,,,2,,0,1,0,1,0,0,0.677599179646927
510,B188A222-48E7-4604-B7E5-7C9DC194E992,J189,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,6.47,345.47,186.6,167.6,345,168,64.87,,,R,R,,A,,F507B7D4-C6B6-4162-A1E5-C9B169BA8071,286DC0D2-E35C-44F2-8030-4F4636E50A9A,452C4715-2C2C-4BEC-BB88-DCA5B47DB9CB,EC8BACB4-52EE-457D-8CC0-B551F94DBEE2,4,4,NM,999999,,,999999,,,,,1,,0,1,0,1,0,0,1.08829426536288
511,66BF1055-7281-4FE6-900E-6CFB1DED35CE,J189,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,6.6,347.6,186.67,167.67,345,168,37.1,,,R,R,,A,,286DC0D2-E35C-44F2-8030-4F4636E50A9A,1E54FBB9-6F59-49F8-B81A-B12BAD389031,452C4715-2C2C-4BEC-BB88-DCA5B47DB9CB,EC8BACB4-52EE-457D-8CC0-B551F94DBEE2,4,4,NM,999999,,,999999,,,,,0,,0,1,0,1,0,0,0.622661570384061
512,7BC1FD63-6FAF-45AD-A579-D5E5D3BE4FA5,J189,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,1,352.47,335.47,172.01,155.01,335,155,246.8,,,R,R,,A,,56C0A73B-7C8F-4937-8B57-1222BF0DA740,D41679CD-1A05-4653-8989-A6B27FC14C1B,819D21A7-9F8D-468C-83D9-4B8B5E3D5D91,4B9AB912-ABF6-4F36-972F-2F8577D8D7AB,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,4.14234000640655
513,A29E392D-6DB6-4DF2-954F-0CA91E07E6EF,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,90.85,75.85,271.57,257.57,76,258,66.75,,,R,R,,A,,4262C597-6E25-4000-8C18-48AF55B7E52E,D7135DB3-8CF7-4A1D-8B16-1B6C92A51D03,97C25835-4628-41A6-A364-3FCED9F38290,C7F3A0C2-8D30-40C8-89CE-456E99C3C755,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.31929270034941
514,404D1EFB-E7A5-494C-95FE-A5266B616F12,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,80.45,66.45,261,247,66,247,51.92,,,R,R,,A,,C229DB41-7E2E-4D28-A0A5-7A2A6D34DF13,84B6146B-FCDF-4E9A-9D84-73CDCF016682,780B9B25-F148-43E3-A999-1381F8EDF7E9,EB233C05-A6DC-4A6E-9031-16C29C4EA09D,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.02371023793625
515,E6AE78F1-FA8A-442D-9449-3BCE1BAAEF47,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,50.96,36.96,231.35,219.35,37,219,45.52,,,R,R,,A,,84B6146B-FCDF-4E9A-9D84-73CDCF016682,B8D5B220-3385-47A5-BF88-4BAFC9E26331,69BB1EE6-B331-4145-B544-320190949EC3,F160737B-10F6-4DFA-AA01-EFCA91DA822A,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.850304618596267
516,F02B3723-B8DD-4670-BAD6-2D02735A5ECC,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,66.79,54.79,247.03,235.03,54,236,23.32,,,R,R,,A,,45E9AE05-85FB-4DAF-A7BE-190FD95AE01B,6F574C98-AAF9-4834-AE69-4B028E0D69C8,A142C694-0FAC-4AB1-9E93-700BAF796C96,066FF4A9-EC3E-4295-AAC8-4E46FF4468BE,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.455239308364642
517,3191B958-F086-4B41-BD72-5F35D960925F,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,67.03,55.03,247.3,235.3,54,236,26.43,,,R,R,,A,,6F574C98-AAF9-4834-AE69-4B028E0D69C8,A454A7E6-52C3-4F25-B419-5F2F6D0CC277,A142C694-0FAC-4AB1-9E93-700BAF796C96,066FF4A9-EC3E-4295-AAC8-4E46FF4468BE,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.517044566706146
518,A48BB710-9BCC-426F-AFD0-EBEC328CB67C,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,67.3,55.3,247.71,235.71,54,236,39.06,,,R,R,,A,,A454A7E6-52C3-4F25-B419-5F2F6D0CC277,A7C9F6E8-7294-4373-8EF3-E1676077F985,A142C694-0FAC-4AB1-9E93-700BAF796C96,066FF4A9-EC3E-4295-AAC8-4E46FF4468BE,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.766230612238715
519,ED06C280-8600-49BB-B57F-7B8C205652B4,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,91.57,77.57,271.78,257.78,76,258,20.14,,,R,R,,A,,D7135DB3-8CF7-4A1D-8B16-1B6C92A51D03,D1469CC2-39F8-4B5D-87DB-850693F92652,97C25835-4628-41A6-A364-3FCED9F38290,C7F3A0C2-8D30-40C8-89CE-456E99C3C755,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.397883773381222
520,141C6E2A-060A-4389-BBE1-CF496EA73AB1,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,67.71,55.71,247.98,235.98,54,236,25.95,,,R,C-Low,,A,,A7C9F6E8-7294-4373-8EF3-E1676077F985,4A6C0C38-93B6-4E4F-A2B2-3FE05DE22953,A142C694-0FAC-4AB1-9E93-700BAF796C96,066FF4A9-EC3E-4295-AAC8-4E46FF4468BE,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.510526939792017
521,4B5FC7B9-FF39-4FD5-A0C1-9C7303766D05,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,71.46,59.46,252.79,239.79,59,240,120.93,,,C-Low,R,,A,,4A6C0C38-93B6-4E4F-A2B2-3FE05DE22953,F3EC46B9-9F27-4BE0-B088-9C440F62978E,5075EAC1-D9B3-4601-97EC-126FE67C14C4,DB4432CA-D859-4852-8D78-91F37F5B561E,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.40837376831067
522,7EF3604E-1F5C-40C0-9D5A-0EE4B11E1451,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,65.49,52.49,246.46,233.46,52,233,90.32,,,R,R,,A,,F3EC46B9-9F27-4BE0-B088-9C440F62978E,84E0E30D-0D29-4B68-BEB2-E17A1BCC8ACD,0978F37B-F47E-47D0-9F9D-AB2E9103D380,54354293-53EE-4C80-BAA8-FDAE394A508B,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.78929497040559
523,96B9D8EC-B771-4FC7-96FB-F309712EB56F,J18,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,56.18,43.18,237.38,224.38,43,228,118.22,,,R,R,,A,,84E0E30D-0D29-4B68-BEB2-E17A1BCC8ACD,F425E45B-5305-4C39-872D-E2370943A358,275CACD8-E2B3-4792-BFEC-7C6B0F669C39,C4025CFB-A0B0-40BB-B71E-A1A431910006,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.30562835409107
