date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present
2023-01-01,2023,1,5.5,126.3,JPN,drifting_longlines,0.433,0.0,1
2023-01-01,2023,1,5.5,126.1,JPN,drifting_longlines,0.5669,0.0,1
2023-01-01,2023,1,5.5,126.2,JPN,drifting_longlines,0.7172,0.0,1
2023-01-01,2023,1,5.6,119.7,JPN,tuna_purse_seines,0.4311,0.0,1
2023-01-01,2023,1,5.6,127.4,JPN,drifting_longlines,0.228,0.0,1
2023-01-01,2023,1,5.6,126.9,JPN,drifting_longlines,1.0308,0.0,1
2023-01-01,2023,1,5.6,126.1,JPN,drifting_longlines,0.7461,0.0,1
2023-01-01,2023,1,6.0,126.9,JPN,drifting_longlines,1.428,0.0,1
2023-01-01,2023,1,6.1,127.3,JPN,drifting_longlines,1.1066,0.0,1
2023-01-01,2023,1,6.1,127.0,JPN,drifting_longlines,0.7766,0.0,1
2023-01-01,2023,1,6.2,127.3,JPN,drifting_longlines,0.5097,0.0,1
2023-01-01,2023,1,6.2,127.4,JPN,drifting_longlines,0.5158,0.0,2
2023-01-01,2023,1,6.3,127.2,JPN,drifting_longlines,0.5697,0.0,1
2023-01-01,2023,1,6.5,127.2,JPN,drifting_longlines,1.2294,0.0,1
2023-01-01,2023,1,6.5,127.4,JPN,drifting_longlines,1.0,0.0,1
2023-01-01,2023,1,6.5,120.0,JPN,tuna_purse_seines,0.2527,0.0,1
2023-01-01,2023,1,6.6,127.2,JPN,drifting_longlines,0.8719,0.0,1
2023-01-01,2023,1,6.6,127.4,JPN,drifting_longlines,1.8761,0.0,1
2023-01-01,2023,1,6.7,127.2,JPN,drifting_longlines,0.7138,0.0,1
2023-01-01,2023,1,6.7,127.4,JPN,drifting_longlines,0.2316,0.0,1
2023-01-01,2023,1,7.0,127.4,JPN,drifting_longlines,0.5336,0.0,1
2023-01-01,2023,1,7.2,120.1,JPN,tuna_purse_seines,0.4638,0.0,1
2023-01-01,2023,1,7.2,127.4,JPN,drifting_longlines,1.053,0.0,1
2023-01-01,2023,1,7.3,120.1,JPN,tuna_purse_seines,0.503,0.0,1
2023-01-01,2023,1,7.4,120.1,JPN,tuna_purse_seines,0.3725,0.0,1
2023-01-01,2023,1,7.4,127.5,JPN,drifting_longlines,0.8288,0.0,1
2023-01-01,2023,1,7.5,127.5,JPN,drifting_longlines,0.7811,0.0,1
2023-01-01,2023,1,7.5,120.1,JPN,tuna_purse_seines,0.5027,0.0,1
2023-01-01,2023,1,7.6,120.2,JPN,tuna_purse_seines,0.0388,0.0,1
2023-01-01,2023,1,7.6,120.1,JPN,tuna_purse_seines,0.383,0.0,1
2023-01-01,2023,1,7.9,120.2,JPN,tuna_purse_seines,0.3702,0.0,1
2023-01-01,2023,1,8.1,120.2,JPN,tuna_purse_seines,0.1688,0.0,1
2023-01-01,2023,1,8.5,120.3,JPN,tuna_purse_seines,0.2511,0.0,1
2023-01-01,2023,1,8.9,120.4,JPN,tuna_purse_seines,0.5033,0.0,1
2023-01-01,2023,1,9.3,120.5,JPN,tuna_purse_seines,0.5016,0.0,1
2023-01-01,2023,1,10.1,121.0,JPN,tuna_purse_seines,1.5038,0.0,1
2023-01-01,2023,1,10.6,121.3,JPN,tuna_purse_seines,0.5024,0.0,1
2023-01-01,2023,1,10.7,121.3,JPN,tuna_purse_seines,0.3836,0.0,1
2023-01-01,2023,1,11.3,121.2,JPN,tuna_purse_seines,0.2194,0.0,1
2023-01-01,2023,1,11.7,121.1,JPN,tuna_purse_seines,0.455,0.0,1
2023-01-01,2023,1,11.8,121.1,JPN,tuna_purse_seines,0.1744,0.0,1
2023-01-01,2023,1,12.3,120.8,JPN,tuna_purse_seines,0.3999,0.0,1
2023-01-01,2023,1,12.4,120.8,JPN,tuna_purse_seines,0.5,0.0,1
2023-01-01,2023,1,12.5,120.7,JPN,tuna_purse_seines,0.1947,0.0,1
2023-01-01,2023,1,12.6,120.7,JPN,tuna_purse_seines,0.5027,0.0,1
2023-01-01,2023,1,12.7,120.7,JPN,tuna_purse_seines,0.0638,0.0,1
2023-01-01,2023,1,12.8,120.5,JPN,tuna_purse_seines,0.6858,0.0,1
2023-01-01,2023,1,13.5,120.1,JPN,tuna_purse_seines,0.0891,0.0,1
2023-01-01,2023,1,13.6,120.0,JPN,tuna_purse_seines,0.4836,0.0,1
2023-01-01,2023,1,13.9,119.8,JPN,tuna_purse_seines,0.3616,0.0,1
2023-01-01,2023,1,14.0,119.8,JPN,tuna_purse_seines,0.4969,0.0,1
2023-01-01,2023,1,14.1,119.8,JPN,tuna_purse_seines,0.4322,0.0,1
2023-01-01,2023,1,14.3,119.8,JPN,tuna_purse_seines,0.4116,0.0,1
2023-01-01,2023,1,14.9,119.7,JPN,tuna_purse_seines,0.4166,0.0,1
2023-01-01,2023,1,15.2,119.6,JPN,tuna_purse_seines,0.4336,0.0,1
2023-01-01,2023,1,15.4,119.6,JPN,tuna_purse_seines,0.4997,0.0,1
2023-01-01,2023,1,15.8,119.5,JPN,tuna_purse_seines,0.4594,0.0,1
2023-01-01,2023,1,15.9,119.5,JPN,tuna_purse_seines,0.443,0.0,1
